fid,gfk,bezgfk,ofl,bezofl,aog,aug,hoh,bat,bezbat,nam,baw,bezbaw,zus,bezzus,gkn,des,bezdes,lag,namlag,hnr,pnr,lnr,bezeich,uuid,id,gmlid,gmlid_code,name,name_codes,descriptio,creation_d,terminatio,relative_t,relative_1,last_modif,updating_p,reason_for,lineage,building_i,blknr,bez,bezname,plr,blktypname,ewk,area,datum
"606",,,,,"1",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YgV,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"659",,,,,"1",,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000G51,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"670",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04AL5dQ00004,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"701","2100",Gebäude für Gewerbe und Industrie,,,"1",,,,,,,,,,"11000004029560010","4200",Aus Katasterkarten digitalisiert,"02956",Max-Dohrn-Straße,,"10","28",AX_Gebaeude,DEBE04YY500009zg,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"716",,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY11V0003U,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"734","2111",Fabrik,,,"3",,,,,,,,,,"11000004029560010","4200",Aus Katasterkarten digitalisiert,"02956",Max-Dohrn-Straße,,"10","4",AX_Gebaeude,DEBE04YY500006tw,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"754",,,,,"4",,,"1200",Höhergeschossiger Gebäudeteil (nicht Hochhaus),,,,,,,,,,,,,,AX_Bauteil,DEBE04AL5eG00004,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"758","2200",Sonstiges Gebäude für Gewerbe und Industrie,,,"3",,,,,,,,,,"11000004029560010","4200",Aus Katasterkarten digitalisiert,"02956",Max-Dohrn-Straße,,"10","8",AX_Gebaeude,DEBE04YY50000B1O,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"792",,,,,"5",,,"1200",Höhergeschossiger Gebäudeteil (nicht Hochhaus),,,,,,,,,,,,,,AX_Bauteil,DEBE04AL5dQ00003,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"806","2111",Fabrik,,,"1",,,,,,,,,,,"1000",Aus Katastervermessung ermittelt,"02956",Max-Dohrn-Straße,,"2","2",AX_Gebaeude,DEBE04AL2zg00000,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"824",,,,,"2",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500009bG,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"825",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500002BF,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"830",,,,,"7",,,"1200",Höhergeschossiger Gebäudeteil (nicht Hochhaus),,,,,,,,,,,,,,AX_Bauteil,DEBE04AL5eG00001,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"837",,,,,"10",,,"1300",Hochhausgebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500004CH,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"844",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000IGr,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"850",,,,,"3",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY1ic0006v,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"869","2500",Gebäude zur Versorgung,,,"1",,,,,,,,,,"11000004029560010","4200",Aus Katasterkarten digitalisiert,"02956",Max-Dohrn-Straße,,"10","14",AX_Gebaeude,DEBE04YY500002eC,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"880","2143","Lagerhalle, Lagerschuppen, Lagerhaus",,,"1",,,,,,,,,,,"1000",Aus Katastervermessung ermittelt,"02956",Max-Dohrn-Straße,,"10","2",AX_Gebaeude,DEBE04AL5eG0000H,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"918",,,,,"4",,,"1200",Höhergeschossiger Gebäudeteil (nicht Hochhaus),,,,,,,,,,,,,,AX_Bauteil,DEBE04AL5eG00009,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"952",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Pl0,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"969","2142",Speichergebäude,,,"1",,,,,,,,,,"11000004029560010","4200",Aus Katasterkarten digitalisiert,"02956",Max-Dohrn-Straße,,"10","16",AX_Gebaeude,DEBE04YY50000Ihg,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"1011","2111",Fabrik,,,"10",,true,,,,,,,,"11000004029560010","4200",Aus Katasterkarten digitalisiert,"02956",Max-Dohrn-Straße,,"10","18",AX_Gebaeude,DEBE04YY50000EV6,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"1023","2200",Sonstiges Gebäude für Gewerbe und Industrie,,,"5",,,,,,,,,,"11000004029560010","4200",Aus Katasterkarten digitalisiert,"02956",Max-Dohrn-Straße,,"10","24",AX_Gebaeude,DEBE04YY50000B63,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"1043","2111",Fabrik,,,"3",,,,,,,,,,"11000004029560002","4200",Aus Katasterkarten digitalisiert,"02956","Max-Dohrn-Straße 2, 4",,,,AX_Gebaeude,DEBE04YY500008ci,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"1080","2500",Gebäude zur Versorgung,,,"1",,,,,,,,,,"11000004029560010","4200",Aus Katasterkarten digitalisiert,"02956",Max-Dohrn-Straße,,"10","25",AX_Gebaeude,DEBE04YY50000B1s,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"1082",,,,,,,,"2610",Durchfahrt im Gebäude,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002Y3R,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"1103","2160",Gebäude für Forschungszwecke,,,"5",,,,,,,,,,"11000004029560010","4200",Aus Katasterkarten digitalisiert,"02956",Max-Dohrn-Straße,,"10","9",AX_Gebaeude,DEBE04YY500002fD,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"1116",,,,,"1",,,"2500",Auskragende/zurückspringende Geschosse,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50002YUm,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"1139",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500007B9,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"1142",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000RWT,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"1149",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000L7N,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"1164","2143","Lagerhalle, Lagerschuppen, Lagerhaus",,,"1",,,,,,,,,,"11000004051340045","4200",Aus Katasterkarten digitalisiert,"05134",Lise-Meitner-Straße 45,"45",,,AX_Gebaeude,DEBE04YY500007ke,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"1169",,,,,"5",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500009HA,,,,,,,,,,,,,,,,"019609","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"177086.625000000000000",1998/10/08 00:00:00.000
"28","2054",Laden,,,"2",,,,,,,,,,,"1000",Aus Katastervermessung ermittelt,"01484",Gaußstraße 7A,7A,,,AX_Gebaeude,DEBE04AL54V00003,,,,,,,,,,,,,,,,"019692","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"96460.437500000000000",2007/05/21 00:00:00.000
"80",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY5000055Z,,,,,,,,,,,,,,,,"019692","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"96460.437500000000000",2007/05/21 00:00:00.000
"119","2143","Lagerhalle, Lagerschuppen, Lagerhaus",,,"2",,,,,,,,,,,"1000",Aus Katastervermessung ermittelt,"01484","Gaußstraße 23, 23A, 23B",,,,AX_Gebaeude,DEBE00YYeK0000ug,,,,,,,,,,,,,,,,"019692","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"96460.437500000000000",2007/05/21 00:00:00.000
"143","2020",Bürogebäude,,,"3",,,,,,,,,,"11000004051340030","4200",Aus Katasterkarten digitalisiert,"05134",Lise-Meitner-Straße 30,"30",,,AX_Gebaeude,DEBE04YY50000R0d,,,,,,,,,,,,,,,,"019692","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"96460.437500000000000",2007/05/21 00:00:00.000
"148","2523",Umformer,,,"1",,,,,,,,,,"11000004014840001","4200",Aus Katasterkarten digitalisiert,"01484",Gaußstraße,,"1","2",AX_Gebaeude,DEBE04YY500002hN,,,,,,,,,,,,,,,,"019692","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"96460.437500000000000",2007/05/21 00:00:00.000
"167","2143","Lagerhalle, Lagerschuppen, Lagerhaus",,,"2",,,,,,,,,,"11000004014840009","4200",Aus Katasterkarten digitalisiert,"01484",Gaußstraße 9,"9",,,AX_Gebaeude,DEBE04YY500007sX,,,,,,,,,,,,,,,,"019692","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"96460.437500000000000",2007/05/21 00:00:00.000
"171","2020",Bürogebäude,,,"2",,,,,,,,,,"11000004014840001","4200",Aus Katasterkarten digitalisiert,"01484",Gaußstraße 1,"1",,,AX_Gebaeude,DEBE04YY500005hc,,,,,,,,,,,,,,,,"019692","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"96460.437500000000000",2007/05/21 00:00:00.000
"207","2143","Lagerhalle, Lagerschuppen, Lagerhaus",,,"1",,,,,,,,,,"11000004014840015","4200",Aus Katasterkarten digitalisiert,"01484",Gaußstraße,,"15","1",AX_Gebaeude,DEBE04YY500006ii,,,,,,,,,,,,,,,,"019692","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"96460.437500000000000",2007/05/21 00:00:00.000
"265",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04AL54V00005,,,,,,,,,,,,,,,,"019692","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"96460.437500000000000",2007/05/21 00:00:00.000
"322",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04AL2vw0000s,,,,,,,,,,,,,,,,"019692","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"96460.437500000000000",2007/05/21 00:00:00.000
"447","2143","Lagerhalle, Lagerschuppen, Lagerhaus",,,"3",,,,,,,,,,"11000004014840019","4200",Aus Katasterkarten digitalisiert,"01484",Gaußstraße 19,"19",,,AX_Gebaeude,DEBE04YY500003Z4,,,,,,,,,,,,,,,,"019692","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"96460.437500000000000",2007/05/21 00:00:00.000
"487","2571",Gaswerk,,,"2",,,,,,,,,,"11000004014840005","4200",Aus Katasterkarten digitalisiert,"01484",Gaußstraße 5,"5",,,AX_Gebaeude,DEBE04YY50000Rj0,,,,,,,,,,,,,,,,"019692","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"96460.437500000000000",2007/05/21 00:00:00.000
"539",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500000oi,,,,,,,,,,,,,,,,"019692","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"96460.437500000000000",2007/05/21 00:00:00.000
"721","2143","Lagerhalle, Lagerschuppen, Lagerhaus",,,"3",,,,,,,,,,,"1000",Aus Katastervermessung ermittelt,"01484",Gaußstraße 21,"21",,,AX_Gebaeude,DEBE04AL2vw0000q,,,,,,,,,,,,,,,,"019692","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"96460.437500000000000",2007/05/21 00:00:00.000
"744",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Lat,,,,,,,,,,,,,,,,"019692","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"96460.437500000000000",2007/05/21 00:00:00.000
"774","2500",Gebäude zur Versorgung,,,"1",,,,,,,,,,"11000004014840011","4200",Aus Katasterkarten digitalisiert,"01484",Gaußstraße,,"11","10",AX_Gebaeude,DEBE04YY50000Mw0,,,,,,,,,,,,,,,,"019692","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"96460.437500000000000",2007/05/21 00:00:00.000
"783",,,,,"3",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500009J2,,,,,,,,,,,,,,,,"019692","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"96460.437500000000000",2007/05/21 00:00:00.000
"791","2054",Laden,,,"3",,,,,,,,,,"11000004014840015","4200",Aus Katasterkarten digitalisiert,"01484",Gaußstraße 15,"15",,,AX_Gebaeude,DEBE04YY50000RCt,,,,,,,,,,,,,,,,"019692","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"96460.437500000000000",2007/05/21 00:00:00.000
"810","2100",Gebäude für Gewerbe und Industrie,,,"2",,,,,,,,,,,"1000",Aus Katastervermessung ermittelt,"01484",Gaußstraße 7,"7",,,AX_Gebaeude,DEBE04AL54V00000,,,,,,,,,,,,,,,,"019692","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"96460.437500000000000",2007/05/21 00:00:00.000
"834","2020",Bürogebäude,,,"4",,,,,,,,,,"11000004014840011","4200",Aus Katasterkarten digitalisiert,"01484",Gaußstraße 11,"11",,,AX_Gebaeude,DEBE04YY500008Fe,,,,,,,,,,,,,,,,"019692","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"96460.437500000000000",2007/05/21 00:00:00.000
"846","2054",Laden,,,"3",,,,,,,,,,"11000004014840013","4200",Aus Katasterkarten digitalisiert,"01484",Gaußstraße 13,"13",,,AX_Gebaeude,DEBE04YY50000NYV,,,,,,,,,,,,,,,,"019692","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"96460.437500000000000",2007/05/21 00:00:00.000
"925","2143","Lagerhalle, Lagerschuppen, Lagerhaus",,,"3",,,,,,,,,,"11000004014840019","4200",Aus Katasterkarten digitalisiert,"01484",Gaußstraße 17,"17",,,AX_Gebaeude,DEBE04YY50000LMs,,,,,,,,,,,,,,,,"019692","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"96460.437500000000000",2007/05/21 00:00:00.000
"933",,,,,"2",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000E0R,,,,,,,,,,,,,,,,"019692","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"96460.437500000000000",2007/05/21 00:00:00.000
"941","2571",Gaswerk,,,"1",,,,,,,,,,"11000004014840005","4200",Aus Katasterkarten digitalisiert,"01484",Gaußstraße,,"5","1",AX_Gebaeude,DEBE04YY50000FEZ,,,,,,,,,,,,,,,,"019692","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"96460.437500000000000",2007/05/21 00:00:00.000
"1008","2571",Gaswerk,,,"1",,,,,,,,,,"11000004014840003","4200",Aus Katasterkarten digitalisiert,"01484",Gaußstraße 3,"3",,,AX_Gebaeude,DEBE04YY50000Iit,,,,,,,,,,,,,,,,"019692","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"96460.437500000000000",2007/05/21 00:00:00.000
"1025",,,,,"2",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04AL2vw0000t,,,,,,,,,,,,,,,,"019692","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"96460.437500000000000",2007/05/21 00:00:00.000
"1062","2143","Lagerhalle, Lagerschuppen, Lagerhaus",,,"4",,,,,,,,,,"11000004014840001","4200",Aus Katasterkarten digitalisiert,"01484",Gaußstraße,,"1","1",AX_Gebaeude,DEBE04YY500003W8,,,,,,,,,,,,,,,,"019692","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"96460.437500000000000",2007/05/21 00:00:00.000
"1087",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500009AK,,,,,,,,,,,,,,,,"019692","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"96460.437500000000000",2007/05/21 00:00:00.000
"1104","2520",Gebäude zur Elektrizitätsversorgung,,,"1",,,,,,,,,,,"1000",Aus Katastervermessung ermittelt,"01484",Gaußstraße,,"21","1",AX_Gebaeude,DEBE04AL2vw0000u,,,,,,,,,,,,,,,,"019692","04",Charlottenburg-Wilmersdorf,"04300518",Block,unbewohnt,"96460.437500000000000",2007/05/21 00:00:00.000
"76",,,,,"2",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE00YY1Tj0002Y,,,,,,,,,,,,,,,,"019708","04",Charlottenburg-Wilmersdorf,"04300518",Block,10-99 Einwohner,"16879.630859375000000",2006/03/10 00:00:00.000
"385","1010",Wohnhaus,,,"3",,,,,,"1200",Freistehender Gebäudeblock,,,"11000004029560003","4200",Aus Katasterkarten digitalisiert,"02956",Max-Dohrn-Straße 3,"3",,,AX_Gebaeude,DEBE04YY500008UE,,,,,,,,,,,,,,,,"019708","04",Charlottenburg-Wilmersdorf,"04300518",Block,10-99 Einwohner,"16879.630859375000000",2006/03/10 00:00:00.000
"620","2143","Lagerhalle, Lagerschuppen, Lagerhaus",,,"3",,,,,,,,,,,"1000",Aus Katastervermessung ermittelt,"05134",Lise-Meitner-Straße,,"35","1",AX_Gebaeude,DEBE00YY1Tj0002L,,,,,,,,,,,,,,,,"019708","04",Charlottenburg-Wilmersdorf,"04300518",Block,10-99 Einwohner,"16879.630859375000000",2006/03/10 00:00:00.000
"702","2143","Lagerhalle, Lagerschuppen, Lagerhaus",,,"1",,,,,,,,,,"11000004029560003","4200",Aus Katasterkarten digitalisiert,"02956",Max-Dohrn-Straße,,"3","1",AX_Gebaeude,DEBE04YY50000K4X,,,,,,,,,,,,,,,,"019708","04",Charlottenburg-Wilmersdorf,"04300518",Block,10-99 Einwohner,"16879.630859375000000",2006/03/10 00:00:00.000
"748","2120",Werkstatt,,,"2",,,,,,,,,,"11000004029560005","4200",Aus Katasterkarten digitalisiert,"02956",Max-Dohrn-Straße 5A,5A,,,AX_Gebaeude,DEBE04YY50000L1L,,,,,,,,,,,,,,,,"019708","04",Charlottenburg-Wilmersdorf,"04300518",Block,10-99 Einwohner,"16879.630859375000000",2006/03/10 00:00:00.000
"986","2020",Bürogebäude,,,"4",,,,,,,,,,,"1000",Aus Katastervermessung ermittelt,"05134, 02956","Lise-Meitner-Straße 35; Max-Dohrn-Straße 1",,,,AX_Gebaeude,DEBE00YY1Tj0002B,,,,,,,,,,,,,,,,"019708","04",Charlottenburg-Wilmersdorf,"04300518",Block,10-99 Einwohner,"16879.630859375000000",2006/03/10 00:00:00.000
"1012","2080",Gebäude für Bewirtung,,,"1",,,,,,,,,,"11000004029560005","4200",Aus Katasterkarten digitalisiert,"02956",Max-Dohrn-Straße,,5A,"1",AX_Gebaeude,DEBE04YY500005Tg,,,,,,,,,,,,,,,,"019708","04",Charlottenburg-Wilmersdorf,"04300518",Block,10-99 Einwohner,"16879.630859375000000",2006/03/10 00:00:00.000
"1055",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Fa4,,,,,,,,,,,,,,,,"019708","04",Charlottenburg-Wilmersdorf,"04300518",Block,10-99 Einwohner,"16879.630859375000000",2006/03/10 00:00:00.000
"1111","2143","Lagerhalle, Lagerschuppen, Lagerhaus",,,"1",,,,,,,,,,,"1000",Aus Katastervermessung ermittelt,"02956",Max-Dohrn-Straße 3A,3A,,,AX_Gebaeude,DEBE04AL1ol00004,,,,,,,,,,,,,,,,"019708","04",Charlottenburg-Wilmersdorf,"04300518",Block,10-99 Einwohner,"16879.630859375000000",2006/03/10 00:00:00.000
"1",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000JY3,,,,,,,,,,,,,,,,"019742","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"183565.937500000000000",2005/02/18 00:00:00.000
"8","1010",Wohnhaus,,,"6",,,,,,"2500",Gebäudeblock in geschlossener Bauweise,,,"11000004022890046","4200",Aus Katasterkarten digitalisiert,"02289",Kaiserin-Augusta-Allee 46,"46",,,AX_Gebaeude,DEBE04YY500009BM,,,,,,,,,,,,,,,,"019742","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"183565.937500000000000",2005/02/18 00:00:00.000
"9",,,,,"8",,,"1300",Hochhausgebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Ddt,,,,,,,,,,,,,,,,"019742","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"183565.937500000000000",2005/02/18 00:00:00.000
"11",,,,,"7",,,"2400",Arkade,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000PTT,,,,,,,,,,,,,,,,"019742","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"183565.937500000000000",2005/02/18 00:00:00.000
"13",,,,,"7",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY50000Lbv,,,,,,,,,,,,,,,,"019742","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"183565.937500000000000",2005/02/18 00:00:00.000
"17",,,,,"1",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04AL2Wf00001,,,,,,,,,,,,,,,,"019742","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"183565.937500000000000",2005/02/18 00:00:00.000
"20","2120",Werkstatt,,,"1",,,,,,,,,,"11000004021430030","4200",Aus Katasterkarten digitalisiert,"02143",Ilsenburger Straße,,"30","3",AX_Gebaeude,DEBE04YY50000Pzz,,,,,,,,,,,,,,,,"019742","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"183565.937500000000000",2005/02/18 00:00:00.000
"24","2000",Gebäude für Wirtschaft oder Gewerbe,,,"2",,,,,,,,,,"11000004016320049","4200",Aus Katasterkarten digitalisiert,"01632",Goslarer Ufer 49,"49",,,AX_Gebaeude,DEBE04YY50000BfJ,,,,,,,,,,,,,,,,"019742","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"183565.937500000000000",2005/02/18 00:00:00.000
"58","2083",Kantine,,,"1",,,,,,,,,,"11000004021430020","4200",Aus Katasterkarten digitalisiert,"02143",Ilsenburger Straße,,"20","1",AX_Gebaeude,DEBE04YY50000MzR,,,,,,,,,,,,,,,,"019742","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"183565.937500000000000",2005/02/18 00:00:00.000
"59",,,,,"7",,,"1100",Geringergeschossiger Gebäudeteil,,,,,,,,,,,,,,AX_Bauteil,DEBE04YY500007nN,,,,,,,,,,,,,,,,"019742","04",Charlottenburg-Wilmersdorf,"04300518",Block,100-999 Einwohner,"183565.937500000000000",2005/02/18 00:00:00.000
